# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1668       4.863407841744e-11       2.398947659356e-12      -4.321797635058e-12       0.000000000000e+00       7.667591819433e-16       1.994644631499e-17       3.412181727705e-17 
 1669       4.869926634063e-11       2.381906659926e-12      -4.347563056991e-12       0.000000000000e+00       7.648252324444e-16       1.939330752331e-17       3.388893833101e-17 
 1670       4.876598973628e-11       2.364719280925e-12      -4.372231174329e-12       0.000000000000e+00       7.628970673234e-16       1.885472164985e-17       3.365390669268e-17 
 1671       4.883415973521e-11       2.347391526626e-12      -4.395789343553e-12       0.000000000000e+00       7.609746618182e-16       1.833014282631e-17       3.341676561659e-17 
 1672       4.890368702354e-11       2.329929431547e-12      -4.418224875229e-12       0.000000000000e+00       7.590579909218e-16       1.781902237159e-17       3.317755858679e-17 
 1673       4.897448184206e-11       2.312339060500e-12      -4.439525033953e-12       0.000000000000e+00       7.571470293819e-16       1.732080878742e-17       3.293632931721e-17 
 1674       4.904645398550e-11       2.294626508631e-12      -4.459677038286e-12       0.000000000000e+00       7.552417517006e-16       1.683494775414e-17       3.269312175202e-17 
 1675       4.911951632916e-11       2.276797845002e-12      -4.478671100149e-12       0.000000000000e+00       7.533421340501e-16       1.636095274557e-17       3.244797790538e-17 
 1676       4.919359544367e-11       2.258858942680e-12      -4.496509572167e-12       0.000000000000e+00       7.514481600414e-16       1.589861755721e-17       3.220093135946e-17 
 1677       4.926862107159e-11       2.240815647251e-12      -4.513197880101e-12       0.000000000000e+00       7.495598150051e-16       1.544780562589e-17       3.195201371036e-17 
 1678       4.934452260804e-11       2.222673833203e-12      -4.528741490717e-12       0.000000000000e+00       7.476770840796e-16       1.500837957769e-17       3.170125672375e-17 
 1679       4.942122910017e-11       2.204439403963e-12      -4.543145911854e-12       0.000000000000e+00       7.457999522100e-16       1.458020122670e-17       3.144869233518e-17 
 1680       4.949866924667e-11       2.186118291948e-12      -4.556416692491e-12       0.000000000000e+00       7.439284041487e-16       1.416313157370e-17       3.119435265032e-17 
 1681       4.957677139718e-11       2.167716458604e-12      -4.568559422819e-12       0.000000000000e+00       7.420624244541e-16       1.375703080485e-17       3.093826994523e-17 
 1682       4.965546355185e-11       2.149239894447e-12      -4.579579734306e-12       0.000000000000e+00       7.402019974910e-16       1.336175829044e-17       3.068047666659e-17 
 1683       4.973467336075e-11       2.130694619114e-12      -4.589483299767e-12       0.000000000000e+00       7.383471074295e-16       1.297717258357e-17       3.042100543202e-17 
 1684       4.981432812337e-11       2.112086681400e-12      -4.598275833433e-12       0.000000000000e+00       7.364977382454e-16       1.260313141890e-17       3.015988903026e-17 
 1685       4.989435478810e-11       2.093422159305e-12      -4.605963091021e-12       0.000000000000e+00       7.346538737192e-16       1.223949171129e-17       2.989716042151e-17 
 1686       4.997467995171e-11       2.074707160073e-12      -4.612550869799e-12       0.000000000000e+00       7.328154974361e-16       1.188610955460e-17       2.963285273764e-17 
 1687       5.005522985881e-11       2.055947820242e-12      -4.618045008659e-12       0.000000000000e+00       7.309825927856e-16       1.154284022032e-17       2.936699928248e-17 
 1688       5.013593040134e-11       2.037150305682e-12      -4.622451388182e-12       0.000000000000e+00       7.291551429611e-16       1.120953815634e-17       2.909963353204e-17 
 1689       5.021670711804e-11       2.018320811641e-12      -4.625775930710e-12       0.000000000000e+00       7.273331309593e-16       1.088605698562e-17       2.883078913482e-17 
 1690       5.029748519393e-11       1.999465562788e-12      -4.628024600410e-12       0.000000000000e+00       7.255165395803e-16       1.057224950492e-17       2.856049991204e-17 
 1691       5.037818945977e-11       1.980590813255e-12      -4.629203403348e-12       0.000000000000e+00       7.237053514268e-16       1.026796768351e-17       2.828879985792e-17 
 1692       5.045874439159e-11       1.961702846685e-12      -4.629318387554e-12       0.000000000000e+00       7.218995489042e-16       9.973062661885e-18       2.801572313991e-17 
 1693       5.053907411007e-11       1.942807976269e-12      -4.628375643094e-12       0.000000000000e+00       7.200991142197e-16       9.687384750451e-18       2.774130409898e-17 
 1694       5.061910238013e-11       1.923912544794e-12      -4.626381302133e-12       0.000000000000e+00       7.183040293824e-16       9.410783428263e-18       2.746557724988e-17 
 1695       5.069875261031e-11       1.905022924685e-12      -4.623341539011e-12       0.000000000000e+00       7.165142762025e-16       9.143107341724e-18       2.718857728136e-17 
 1696       5.077794785230e-11       1.886145518048e-12      -4.619262570305e-12       0.000000000000e+00       7.147298362915e-16       8.884204303296e-18       2.691033905650e-17 
 1697       5.085661080041e-11       1.867286756716e-12      -4.614150654902e-12       0.000000000000e+00       7.129506910614e-16       8.633921290210e-18       2.663089761292e-17 
 1698       5.093466379103e-11       1.848453102289e-12      -4.608012094065e-12       0.000000000000e+00       7.111768217243e-16       8.392104443180e-18       2.635028816303e-17 
 1699       5.101202880211e-11       1.829651046179e-12      -4.600853231506e-12       0.000000000000e+00       7.094082092925e-16       8.158599065109e-18       2.606854609434e-17 
 1700       5.108862745265e-11       1.810887109654e-12      -4.592680453448e-12       0.000000000000e+00       7.076448345776e-16       7.933249619803e-18       2.578570696969e-17 
 1701       5.116438100218e-11       1.792167843879e-12      -4.583500188699e-12       0.000000000000e+00       7.058866781904e-16       7.715899730679e-18       2.550180652750e-17 
 1702       5.123921035019e-11       1.773499829965e-12      -4.573318908719e-12       0.000000000000e+00       7.041337205407e-16       7.506392179479e-18       2.521688068207e-17 
 1703       5.131303603567e-11       1.754889679006e-12      -4.562143127687e-12       0.000000000000e+00       7.023859418365e-16       7.304568904975e-18       2.493096552379e-17 
 1704       5.138577823655e-11       1.736344032125e-12      -4.549979402574e-12       0.000000000000e+00       7.006433220841e-16       7.110271001686e-18       2.464409731945e-17 
 1705       5.145735676918e-11       1.717869560520e-12      -4.536834333207e-12       0.000000000000e+00       6.989058410875e-16       6.923338718584e-18       2.435631251245e-17 
 1706       5.152769108780e-11       1.699472965504e-12      -4.522714562340e-12       0.000000000000e+00       6.971734784478e-16       6.743611457804e-18       2.406764772312e-17 
 1707       5.159670028405e-11       1.681160978548e-12      -4.507626775722e-12       0.000000000000e+00       6.954462135636e-16       6.570927773360e-18       2.377813974892e-17 
 1708       5.166430308640e-11       1.662940361329e-12      -4.491577702166e-12       0.000000000000e+00       6.937240256297e-16       6.405125369849e-18       2.348782556475e-17 
 1709       5.173041785966e-11       1.644817905768e-12      -4.474574113618e-12       0.000000000000e+00       6.920068936373e-16       6.246041101165e-18       2.319674232318e-17 
 1710       5.179496260445e-11       1.626800434077e-12      -4.456622825226e-12       0.000000000000e+00       6.902947963737e-16       6.093510969210e-18       2.290492735472e-17 
 1711       5.185785495664e-11       1.608894798803e-12      -4.437730695406e-12       0.000000000000e+00       6.885877124216e-16       5.947370122603e-18       2.261241816807e-17 
 1712       5.191901218690e-11       1.591107882868e-12      -4.417904625914e-12       0.000000000000e+00       6.868856201589e-16       5.807452855390e-18       2.231925245043e-17 
 1713       5.197835120011e-11       1.573446599613e-12      -4.397151561912e-12       0.000000000000e+00       6.851884977584e-16       5.673592605756e-18       2.202546806768e-17 
 1714       5.203579770048e-11       1.555917304594e-12      -4.375480041857e-12       0.000000000000e+00       6.834963247937e-16       5.545649304047e-18       2.173110226686e-17 
 1715       5.209131377341e-11       1.538524025367e-12      -4.352904861475e-12       0.000000000000e+00       6.818090870733e-16       5.423591674721e-18       2.143618927552e-17 
 1716       5.214487053804e-11       1.521270216675e-12      -4.329442449739e-12       0.000000000000e+00       6.801267718469e-16       5.307415634401e-18       2.114076268236e-17 
 1717       5.219643900288e-11       1.504159347348e-12      -4.305109322792e-12       0.000000000000e+00       6.784493662030e-16       5.197117006163e-18       2.084485623347e-17 
 1718       5.224599006558e-11       1.487194900322e-12      -4.279922084083e-12       0.000000000000e+00       6.767768570679e-16       5.092691519363e-18       2.054850383253e-17 
 1719       5.229349451288e-11       1.470380372659e-12      -4.253897424497e-12       0.000000000000e+00       6.751092312062e-16       4.994134809461e-18       2.025173954106e-17 
 1720       5.233892302039e-11       1.453719275565e-12      -4.227052122487e-12       0.000000000000e+00       6.734464752196e-16       4.901442417852e-18       1.995459757865e-17 
 1721       5.238224615248e-11       1.437215134412e-12      -4.199403044207e-12       0.000000000000e+00       6.717885755476e-16       4.814609791689e-18       1.965711232316e-17 
 1722       5.242343436211e-11       1.420871488754e-12      -4.170967143642e-12       0.000000000000e+00       6.701355184661e-16       4.733632283715e-18       1.935931831098e-17 
 1723       5.246245799067e-11       1.404691892351e-12      -4.141761462744e-12       0.000000000000e+00       6.684872900883e-16       4.658505152084e-18       1.906125023725e-17 
 1724       5.249928726788e-11       1.388679913182e-12      -4.111803131557e-12       0.000000000000e+00       6.668438763633e-16       4.589223560193e-18       1.876294295606e-17 
 1725       5.253389231158e-11       1.372839133473e-12      -4.081109368358e-12       0.000000000000e+00       6.652052630765e-16       4.525782576506e-18       1.846443148072e-17 
 1726       5.256624312761e-11       1.357173149707e-12      -4.049697479780e-12       0.000000000000e+00       6.635714358492e-16       4.468177174384e-18       1.816575098396e-17 
 1727       5.259630960967e-11       1.341685572652e-12      -4.017584860949e-12       0.000000000000e+00       6.619423801380e-16       4.416402231908e-18       1.786693679817e-17 
 1728       5.262406153915e-11       1.326380027375e-12      -3.984788995617e-12       0.000000000000e+00       6.603180812349e-16       4.370452531708e-18       1.756802441562e-17 
 1729       5.264946858499e-11       1.311260153262e-12      -3.951327456289e-12       0.000000000000e+00       6.586985242666e-16       4.330322760793e-18       1.726904948870e-17 
 1730       5.267250030354e-11       1.296329604039e-12      -3.917217904359e-12       0.000000000000e+00       6.570836941946e-16       4.296007510371e-18       1.697004783013e-17 
 1731       5.269312613838e-11       1.281592047793e-12      -3.882478090242e-12       0.000000000000e+00       6.554735758147e-16       4.267501275684e-18       1.667105541322e-17 
 1732       5.271131542022e-11       1.267051166986e-12      -3.847125853502e-12       0.000000000000e+00       6.538681537565e-16       4.244798455829e-18       1.637210837204e-17 
 1733       5.272703736668e-11       1.252710658481e-12      -3.811179122988e-12       0.000000000000e+00       6.522674124837e-16       4.227893353587e-18       1.607324300172e-17 
 1734       5.274026108222e-11       1.238574233556e-12      -3.774655916966e-12       0.000000000000e+00       6.506713362931e-16       4.216780175251e-18       1.577449575864e-17 
 1735       5.275095555793e-11       1.224645617926e-12      -3.737574343247e-12       0.000000000000e+00       6.490799093148e-16       4.211453030452e-18       1.547590326063e-17 
 1736       5.275908967141e-11       1.210928551763e-12      -3.699952599322e-12       0.000000000000e+00       6.474931155118e-16       4.211905931985e-18       1.517750228726e-17 
 1737       5.276463218662e-11       1.197426789714e-12      -3.661808972494e-12       0.000000000000e+00       6.459109386793e-16       4.218132795640e-18       1.487932978003e-17 
 1738       5.276755175370e-11       1.184144100921e-12      -3.623161840009e-12       0.000000000000e+00       6.443333624453e-16       4.230127440024e-18       1.458142284260e-17 
 1739       5.276781690888e-11       1.171084269040e-12      -3.584029669189e-12       0.000000000000e+00       6.427603702692e-16       4.247883586389e-18       1.428381874103e-17 
 1740       5.276539607427e-11       1.158251092262e-12      -3.544431017562e-12       0.000000000000e+00       6.411919454423e-16       4.271394858464e-18       1.398655490399e-17 
 1741       5.276025755773e-11       1.145648383331e-12      -3.504384532995e-12       0.000000000000e+00       6.396280710874e-16       4.300654782274e-18       1.368966892300e-17 
 1742       5.275236955275e-11       1.133279969562e-12      -3.463908953828e-12       0.000000000000e+00       6.380687301582e-16       4.335656785974e-18       1.339319855268e-17 
 1743       5.274170013825e-11       1.121149692864e-12      -3.423023109000e-12       0.000000000000e+00       6.365139054390e-16       4.376394199673e-18       1.309718171092e-17 
 1744       5.272821727848e-11       1.109261409758e-12      -3.381745918190e-12       0.000000000000e+00       6.349635795449e-16       4.422860255260e-18       1.280165647918e-17 
 1745       5.271188882283e-11       1.097618991395e-12      -3.340096391939e-12       0.000000000000e+00       6.334177349209e-16       4.475048086233e-18       1.250666110265e-17 
 1746       5.269268250570e-11       1.086226323576e-12      -3.298093631791e-12       0.000000000000e+00       6.318763538421e-16       4.532950727525e-18       1.221223399053e-17 
 1747       5.267056594636e-11       1.075087306774e-12      -3.255756830417e-12       0.000000000000e+00       6.303394184130e-16       4.596561115331e-18       1.191841371622e-17 
 1748       5.264550664878e-11       1.064205856150e-12      -3.213105271754e-12       0.000000000000e+00       6.288069105674e-16       4.665872086936e-18       1.162523901759e-17 
 1749       5.261747200149e-11       1.053585901574e-12      -3.170158331131e-12       0.000000000000e+00       6.272788120683e-16       4.740876380540e-18       1.133274879717e-17 
 1750       5.258642927742e-11       1.043231387644e-12      -3.126935475405e-12       0.000000000000e+00       6.257551045071e-16       4.821566635088e-18       1.104098212237e-17 
 1751       5.255234563378e-11       1.033146273706e-12      -3.083456263090e-12       0.000000000000e+00       6.242357693037e-16       4.907935390095e-18       1.074997822578e-17 
 1752       5.251518811189e-11       1.023334533873e-12      -3.039740344493e-12       0.000000000000e+00       6.227207877062e-16       4.999975085470e-18       1.045977650530e-17 
 1753       5.247493251404e-11       1.013799404540e-12      -2.995806900488e-12       0.000000000000e+00       6.212101421438e-16       5.097702731948e-18       1.017041334729e-17 
 1754       5.243159011554e-11       1.004541120011e-12      -2.951672953466e-12       0.000000000000e+00       6.197038202992e-16       5.201234147872e-18       9.881912566368e-18 
 1755       5.238518117537e-11       9.955591580091e-13      -2.907355042553e-12       0.000000000000e+00       6.182018110698e-16       5.310710341721e-18       9.594294886228e-18 
 1756       5.233572607956e-11       9.868529904577e-13      -2.862869783792e-12       0.000000000000e+00       6.167041032168e-16       5.426272898550e-18       9.307581109676e-18 
 1757       5.228324534141e-11       9.784220834678e-13      -2.818233870251e-12       0.000000000000e+00       6.152106853654e-16       5.548063980775e-18       9.021792118720e-18 
 1758       5.222775960168e-11       9.702658973299e-13      -2.773464072135e-12       0.000000000000e+00       6.137215460045e-16       5.676226328971e-18       8.736948874678e-18 
 1759       5.216928962878e-11       9.623838865039e-13      -2.728577236898e-12       0.000000000000e+00       6.122366734860e-16       5.810903262654e-18       8.453072418281e-18 
 1760       5.210785631898e-11       9.547754996086e-13      -2.683590289348e-12       0.000000000000e+00       6.107560560250e-16       5.952238681072e-18       8.170183869776e-18 
 1761       5.204348069660e-11       9.474401794125e-13      -2.638520231762e-12       0.000000000000e+00       6.092796816995e-16       6.100377064001e-18       7.888304429035e-18 
 1762       5.197618391422e-11       9.403773628231e-13      -2.593384143992e-12       0.000000000000e+00       6.078075384500e-16       6.255463472527e-18       7.607455375650e-18 
 1763       5.190598725283e-11       9.335864808777e-13      -2.548199183578e-12       0.000000000000e+00       6.063396140793e-16       6.417643549841e-18       7.327658069046e-18 
 1764       5.183291212209e-11       9.270669587330e-13      -2.502982585858e-12       0.000000000000e+00       6.048758962525e-16       6.587063522027e-18       7.048933948581e-18 
 1765       5.175698006049e-11       9.208182156554e-13      -2.457751664075e-12       0.000000000000e+00       6.034163724963e-16       6.763870198851e-18       6.771304533649e-18 
 1766       5.167821273556e-11       9.148396650108e-13      -2.412523809489e-12       0.000000000000e+00       6.019610301992e-16       6.948210974552e-18       6.494791423788e-18 
 1767       5.159663194405e-11       9.091307142551e-13      -2.367316491489e-12       0.000000000000e+00       6.005098566109e-16       7.140233828633e-18       6.219416298779e-18 
 1768       5.151225961216e-11       9.036907649240e-13      -2.322147257700e-12       0.000000000000e+00       5.990628388425e-16       7.340087326648e-18       5.945200918753e-18 
 1769       5.142511779569e-11       8.985192126229e-13      -2.277033734094e-12       0.000000000000e+00       5.976199638656e-16       7.547920620994e-18       5.672167124297e-18 
 1770       5.133522868028e-11       8.936154470175e-13      -2.231993625099e-12       0.000000000000e+00       5.961812185128e-16       7.763883451700e-18       5.400336836553e-18 
 1771       5.124261458158e-11       8.889788518232e-13      -2.187044713712e-12       0.000000000000e+00       5.947465894768e-16       7.988126147217e-18       5.129732057326e-18 
 1772       5.114729794547e-11       8.846088047959e-13      -2.142204861607e-12       0.000000000000e+00       5.933160633107e-16       8.220799625207e-18       4.860374869187e-18 
 1773       5.104930134824e-11       8.805046777214e-13      -2.097492009244e-12       0.000000000000e+00       5.918896264273e-16       8.462055393336e-18       4.592287435576e-18 
 1774       5.094864749678e-11       8.766658364059e-13      -2.052924175980e-12       0.000000000000e+00       5.904672650991e-16       8.712045550058e-18       4.325492000908e-18 
 1775       5.084535922879e-11       8.730916406659e-13      -2.008519460182e-12       0.000000000000e+00       5.890489654583e-16       8.970922785413e-18       4.060010890676e-18 
 1776       5.073945951299e-11       8.697814443185e-13      -1.964296039332e-12       0.000000000000e+00       5.876347134958e-16       9.238840381807e-18       3.795866511553e-18 
 1777       5.063097144929e-11       8.667345951711e-13      -1.920272170139e-12       0.000000000000e+00       5.862244950618e-16       9.515952214810e-18       3.533081351501e-18 
 1778       5.051991826899e-11       8.639504350116e-13      -1.876466188650e-12       0.000000000000e+00       5.848182958651e-16       9.802412753942e-18       3.271677979870e-18 
 1779       5.040632333501e-11       8.614282995987e-13      -1.832896510360e-12       0.000000000000e+00       5.834161014728e-16       1.009837706347e-17       3.011679047506e-18 
 1780       5.029021014204e-11       8.591675186519e-13      -1.789581630322e-12       0.000000000000e+00       5.820178973104e-16       1.040400080317e-17       2.753107286851e-18 
 1781       5.017160231677e-11       8.571674158411e-13      -1.746540123253e-12       0.000000000000e+00       5.806236686613e-16       1.071944022917e-17       2.495985512051e-18 
 1782       5.005052361807e-11       8.554273087776e-13      -1.703790643652e-12       0.000000000000e+00       5.792334006665e-16       1.104485219468e-17       2.240336619058e-18 
 1783       4.992699793720e-11       8.539465090031e-13      -1.661351925901e-12       0.000000000000e+00       5.778470783247e-16       1.138039415084e-17       1.986183585733e-18 
 1784       4.980104929800e-11       8.527243219806e-13      -1.619242784384e-12       0.000000000000e+00       5.764646864916e-16       1.172622414744e-17       1.733549471954e-18 
 1785       4.967270185708e-11       8.517600470841e-13      -1.577482113590e-12       0.000000000000e+00       5.750862098801e-16       1.208250083378e-17       1.482457419717e-18 
 1786       4.954197990403e-11       8.510529775888e-13      -1.536088888225e-12       0.000000000000e+00       5.737116330595e-16       1.244938345942e-17       1.232930653237e-18 
 1787       4.940890786162e-11       8.506024006610e-13      -1.495082163324e-12       0.000000000000e+00       5.723409404560e-16       1.282703187499e-17       9.849924790603e-19 
 1788       4.927351028597e-11       8.504075973485e-13      -1.454481074360e-12       0.000000000000e+00       5.709741163519e-16       1.321560653295e-17       7.386662861613e-19 
 1789       4.913581186678e-11       8.504678425702e-13      -1.414304837352e-12       0.000000000000e+00       5.696111448854e-16       1.361526848841e-17       4.939755460497e-19 
 1790       4.899583742750e-11       8.507824051067e-13      -1.374572748977e-12       0.000000000000e+00       5.682520100506e-16       1.402617939991e-17       2.509438128739e-19 
 1791       4.885361192554e-11       8.513505475899e-13      -1.335304186682e-12       0.000000000000e+00       5.668966956970e-16       1.444850153020e-17       9.594723525137e-21 
 1792       4.870916430933e-11       8.521710561899e-13      -1.296516613931e-12       0.000000000000e+00       5.655451866759e-16       1.488233336978e-17      -2.300581393465e-19 
 1793       4.856253912348e-11       8.532408254959e-13      -1.258219577931e-12       0.000000000000e+00       5.641974722889e-16       1.532751593104e-17      -4.680417490018e-19 
 1794       4.841378499875e-11       8.545562620597e-13      -1.220420663116e-12       0.000000000000e+00       5.628535428669e-16       1.578382487392e-17      -7.043933818066e-19 
 1795       4.826295080417e-11       8.561137536230e-13      -1.183127481588e-12       0.000000000000e+00       5.615133886262e-16       1.625103473797e-17      -9.391505030268e-19 
 1796       4.811008564737e-11       8.579096690897e-13      -1.146347673154e-12       0.000000000000e+00       5.601769996681e-16       1.672891894076e-17      -1.172350767103e-18 
 1797       4.795523887492e-11       8.599403584986e-13      -1.110088905365e-12       0.000000000000e+00       5.588443659789e-16       1.721724977624e-17      -1.404032017926e-18 
 1798       4.779846007265e-11       8.622021529958e-13      -1.074358873545e-12       0.000000000000e+00       5.575154774296e-16       1.771579841314e-17      -1.634232289109e-18 
 1799       4.763979906603e-11       8.646913648072e-13      -1.039165300831e-12       0.000000000000e+00       5.561903237757e-16       1.822433489336e-17      -1.862989804264e-18 
 1800       4.747930592049e-11       8.674042872112e-13      -1.004515938208e-12       0.000000000000e+00       5.548688946569e-16       1.874262813035e-17      -2.090342977276e-18 
 1801       4.731703094177e-11       8.703371945109e-13      -9.704185645443e-13       0.000000000000e+00       5.535511795973e-16       1.927044590747e-17      -2.316330412577e-18 
 1802       4.715302467622e-11       8.734863420066e-13      -9.368809866251e-13       0.000000000000e+00       5.522371680047e-16       1.980755487642e-17      -2.540990905423e-18 
 1803       4.698733791122e-11       8.768479659689e-13      -9.039110391910e-13       0.000000000000e+00       5.509268491706e-16       2.035372055560e-17      -2.764363442164e-18 
 1804       4.682002167545e-11       8.804182836103e-13      -8.715165849717e-13       0.000000000000e+00       5.496202122700e-16       2.090870732851e-17      -2.986487200522e-18 
 1805       4.665112723926e-11       8.841934930586e-13      -8.397055147222e-13       0.000000000000e+00       5.483172463613e-16       2.147227844211e-17      -3.207401549864e-18 
 1806       4.648070611502e-11       8.881697733286e-13      -8.084857472580e-13       0.000000000000e+00       5.470179403860e-16       2.204419600523e-17      -3.427146051479e-18 
 1807       4.630881005742e-11       8.923432842952e-13      -7.778652294905e-13       0.000000000000e+00       5.457222831686e-16       2.262422098694e-17      -3.645760458850e-18 
 1808       4.613549106388e-11       8.967101666658e-13      -7.478519364633e-13       0.000000000000e+00       5.444302634159e-16       2.321211321495e-17      -3.863284717927e-18 
 1809       4.596080137481e-11       9.012665419526e-13      -7.184538713867e-13       0.000000000000e+00       5.431418697178e-16       2.380763137398e-17      -4.079758967406e-18 
 1810       4.578479347403e-11       9.060085124451e-13      -6.896790656740e-13       0.000000000000e+00       5.418570905460e-16       2.441053300416e-17      -4.295223539002e-18 
 1811       4.560752008904e-11       9.109321611829e-13      -6.615355789767e-13       0.000000000000e+00       5.405759142546e-16       2.502057449940e-17      -4.509718957722e-18 
 1812       4.542903419142e-11       9.160335519280e-13      -6.340314992199e-13       0.000000000000e+00       5.392983290795e-16       2.563751110580e-17      -4.723285942138e-18 
 1813       4.524938899713e-11       9.213087291373e-13      -6.071749426383e-13       0.000000000000e+00       5.380243231384e-16       2.626109692000e-17      -4.935965404668e-18 
 1814       4.506863796687e-11       9.267537179352e-13      -5.809740538112e-13       0.000000000000e+00       5.367538844302e-16       2.689108488760e-17      -5.147798451844e-18 
 1815       4.488683480642e-11       9.323645240861e-13      -5.554370056983e-13       0.000000000000e+00       5.354870008355e-16       2.752722680153e-17      -5.358826384591e-18 
 1816       4.470403346697e-11       9.381371339667e-13      -5.305719996751e-13       0.000000000000e+00       5.342236601158e-16       2.816927330042e-17      -5.569090698497e-18 
 1817       4.452028814548e-11       9.440675145389e-13      -5.063872655687e-13       0.000000000000e+00       5.329638499136e-16       2.881697386702e-17      -5.778633084092e-18 
 1818       4.433565328499e-11       9.501516133219e-13      -4.828910616931e-13       0.000000000000e+00       5.317075577519e-16       2.947007682657e-17      -5.987495427120e-18 
 1819       4.415018357501e-11       9.563853583650e-13      -4.600916748844e-13       0.000000000000e+00       5.304547710344e-16       3.012832934515e-17      -6.195719808815e-18 
 1820       4.396393395181e-11       9.627646582200e-13      -4.379974205372e-13       0.000000000000e+00       5.292054770450e-16       3.079147742815e-17      -6.403348506173e-18 
 1821       4.377695959879e-11       9.692854019136e-13      -4.166166426392e-13       0.000000000000e+00       5.279596629477e-16       3.145926591855e-17      -6.610423992232e-18 
 1822       4.358931594681e-11       9.759434589202e-13      -3.959577138074e-13       0.000000000000e+00       5.267173157866e-16       3.213143849539e-17      -6.816988936339e-18 
 1823       4.340105867455e-11       9.827346791340e-13      -3.760290353231e-13       0.000000000000e+00       5.254784224851e-16       3.280773767213e-17      -7.023086204429e-18 
 1824       4.321224370881e-11       9.896548928420e-13      -3.568390371679e-13       0.000000000000e+00       5.242429698465e-16       3.348790479501e-17      -7.228758859302e-18 
 1825       4.302292722491e-11       9.966999106960e-13      -3.383961780590e-13       0.000000000000e+00       5.230109445532e-16       3.417168004147e-17      -7.434050160891e-18 
 1826       4.283316564695e-11       1.003865523685e-12      -3.207089454845e-13       0.000000000000e+00       5.217823331666e-16       3.485880241851e-17      -7.639003566541e-18 
 1827       4.264301564826e-11       1.011147503110e-12      -3.037858557395e-13       0.000000000000e+00       5.205571221273e-16       3.554900976109e-17      -7.843662731285e-18 
 1828       4.245253415163e-11       1.018541600551e-12      -2.876354539609e-13       0.000000000000e+00       5.193352977543e-16       3.624203873052e-17      -8.048071508112e-18 
 1829       4.226177832972e-11       1.026043547847e-12      -2.722663141637e-13       0.000000000000e+00       5.181168462452e-16       3.693762481284e-17      -8.252273948249e-18 
 1830       4.207080560538e-11       1.033649057062e-12      -2.576870392759e-13       0.000000000000e+00       5.169017536759e-16       3.763550231718e-17      -8.456314301432e-18 
 1831       4.187967140622e-11       1.041353833138e-12      -2.439041431686e-13       0.000000000000e+00       5.156900069737e-16       3.833543384004e-17      -8.660210386883e-18 
 1832       4.168842240791e-11       1.049153612015e-12      -2.309156781661e-13       0.000000000000e+00       5.144815968454e-16       3.903729891873e-17      -8.863873473010e-18 
 1833       4.149710323758e-11       1.057044122758e-12      -2.187175566761e-13       0.000000000000e+00       5.132765148719e-16       3.974100608323e-17      -9.067187757911e-18 
 1834       4.130575871490e-11       1.065021074885e-12      -2.073056645314e-13       0.000000000000e+00       5.120747525376e-16       4.044646345409e-17      -9.270036939866e-18 
 1835       4.111443385240e-11       1.073080158336e-12      -1.966758609499e-13       0.000000000000e+00       5.108763012294e-16       4.115357874190e-17      -9.472304216658e-18 
 1836       4.092317385566e-11       1.081217043448e-12      -1.868239784945e-13       0.000000000000e+00       5.096811522371e-16       4.186225924671e-17      -9.673872284898e-18 
 1837       4.073202412365e-11       1.089427380929e-12      -1.777458230327e-13       0.000000000000e+00       5.084892967530e-16       4.257241185748e-17      -9.874623339343e-18 
 1838       4.054103024894e-11       1.097706801826e-12      -1.694371736963e-13       0.000000000000e+00       5.073007258719e-16       4.328394305149e-17      -1.007443907222e-17 
 1839       4.035023801797e-11       1.106050917505e-12      -1.618937828413e-13       0.000000000000e+00       5.061154305907e-16       4.399675889383e-17      -1.027320067255e-17 
 1840       4.015969341131e-11       1.114455319618e-12      -1.551113760076e-13       0.000000000000e+00       5.049334018083e-16       4.471076503679e-17      -1.047078882545e-17 
 1841       3.996944260393e-11       1.122915580080e-12      -1.490856518787e-13       0.000000000000e+00       5.037546303258e-16       4.542586671932e-17      -1.066708371151e-17 
 1842       3.977953196546e-11       1.131427251039e-12      -1.438122822415e-13       0.000000000000e+00       5.025791068457e-16       4.614196876650e-17      -1.086196500604e-17 
 1843       3.959000806043e-11       1.139985864851e-12      -1.392869119461e-13       0.000000000000e+00       5.014068219722e-16       4.685897558891e-17      -1.105531187844e-17 
 1844       3.940091764857e-11       1.148586934051e-12      -1.355051588656e-13       0.000000000000e+00       5.002377662109e-16       4.757679118213e-17      -1.124700299152e-17 
 1845       3.921230768502e-11       1.157225951330e-12      -1.324626138555e-13       0.000000000000e+00       4.990719299686e-16       4.829531912617e-17      -1.143691650081e-17 
 1846       3.902422532063e-11       1.165898389501e-12      -1.301548407141e-13       0.000000000000e+00       4.979093035532e-16       4.901446258487e-17      -1.162493005388e-17 
