# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  591       3.051300407519e-10       2.259192500545e-12       4.225323897136e-12       0.000000000000e+00       4.272758985410e-14       2.112387055170e-15      -3.711698271915e-16 
  592       3.039357698616e-10       2.297901721875e-12       4.242751186698e-12       0.000000000000e+00       4.246621447747e-14       2.142808036526e-15      -3.788057822658e-16 
  593       3.027343440554e-10       2.336902299361e-12       4.255780696199e-12       0.000000000000e+00       4.220682215773e-14       2.173504016879e-15      -3.863557140441e-16 
  594       3.015263386850e-10       2.376179990520e-12       4.264410277313e-12       0.000000000000e+00       4.194940243709e-14       2.204469848558e-15      -3.938186494877e-16 
  595       3.003123367358e-10       2.415720346891e-12       4.268638206156e-12       0.000000000000e+00       4.169394435226e-14       2.235700298406e-15      -4.011936143991e-16 
  596       2.990929288571e-10       2.455508713167e-12       4.268463185703e-12       0.000000000000e+00       4.144043643175e-14       2.267190047406e-15      -4.084796334355e-16 
  597       2.978687133942e-10       2.495530226313e-12       4.263884348205e-12       0.000000000000e+00       4.118886669310e-14       2.298933690305e-15      -4.156757301225e-16 
  598       2.966402964188e-10       2.535769814697e-12       4.254901257610e-12       0.000000000000e+00       4.093922264009e-14       2.330925735240e-15      -4.227809268686e-16 
  599       2.954082917608e-10       2.576212197208e-12       4.241513911983e-12       0.000000000000e+00       4.069149125997e-14       2.363160603368e-15      -4.297942449788e-16 
  600       2.941733210391e-10       2.616841882386e-12       4.223722745927e-12       0.000000000000e+00       4.044565902074e-14       2.395632628483e-15      -4.367147046684e-16 
  601       2.929360136929e-10       2.657643167546e-12       4.201528632996e-12       0.000000000000e+00       4.020171186832e-14       2.428336056651e-15      -4.435413250773e-16 
  602       2.916970070132e-10       2.698600137900e-12       4.174932888122e-12       0.000000000000e+00       3.995963522385e-14       2.461265045829e-15      -4.502731242835e-16 
  603       2.904569461734e-10       2.739696665685e-12       4.143937270029e-12       0.000000000000e+00       3.971941398088e-14       2.494413665494e-15      -4.569091193171e-16 
  604       2.892164842609e-10       2.780916409284e-12       4.108543983653e-12       0.000000000000e+00       3.948103250263e-14       2.527775896267e-15      -4.634483261746e-16 
  605       2.879762823084e-10       2.822242812356e-12       4.068755682567e-12       0.000000000000e+00       3.924447461919e-14       2.561345629541e-15      -4.698897598324e-16 
  606       2.867370093245e-10       2.863659102956e-12       4.024575471390e-12       0.000000000000e+00       3.900972362480e-14       2.595116667104e-15      -4.762324342607e-16 
  607       2.854993423258e-10       2.905148292661e-12       3.976006908217e-12       0.000000000000e+00       3.877676227505e-14       2.629082720767e-15      -4.824753624378e-16 
  608       2.842639663670e-10       2.946693175697e-12       3.923054007030e-12       0.000000000000e+00       3.854557278414e-14       2.663237411986e-15      -4.886175563636e-16 
  609       2.830315745733e-10       2.988276328060e-12       3.865721240124e-12       0.000000000000e+00       3.831613682210e-14       2.697574271492e-15      -4.946580270739e-16 
  610       2.818028681704e-10       3.029880106645e-12       3.804013540520e-12       0.000000000000e+00       3.808843551203e-14       2.732086738917e-15      -5.005957846539e-16 
  611       2.805785565165e-10       3.071486648367e-12       3.737936304391e-12       0.000000000000e+00       3.786244942730e-14       2.766768162413e-15      -5.064298382525e-16 
  612       2.793593571334e-10       3.113077869287e-12       3.667495393474e-12       0.000000000000e+00       3.763815858886e-14       2.801611798287e-15      -5.121591960960e-16 
  613       2.781459957374e-10       3.154635463738e-12       3.592697137497e-12       0.000000000000e+00       3.741554246242e-14       2.836610810618e-15      -5.177828655020e-16 
  614       2.769392062704e-10       3.196140903448e-12       3.513548336593e-12       0.000000000000e+00       3.719457995567e-14       2.871758270889e-15      -5.232998528934e-16 
  615       2.757397309318e-10       3.237575436667e-12       3.430056263719e-12       0.000000000000e+00       3.697524941558e-14       2.907047157611e-15      -5.287091638125e-16 
  616       2.745483202088e-10       3.278920087287e-12       3.342228667081e-12       0.000000000000e+00       3.675752862557e-14       2.942470355945e-15      -5.340098029345e-16 
  617       2.733657329083e-10       3.320155653974e-12       3.250073772546e-12       0.000000000000e+00       3.654139480276e-14       2.978020657333e-15      -5.392007740817e-16 
  618       2.721927361876e-10       3.361262709286e-12       3.153600286068e-12       0.000000000000e+00       3.632682459525e-14       3.013690759122e-15      -5.442810802374e-16 
  619       2.710301055860e-10       3.402221598802e-12       3.052817396102e-12       0.000000000000e+00       3.611379407930e-14       3.049473264187e-15      -5.492497235597e-16 
  620       2.698786250555e-10       3.443012440243e-12       2.947734776027e-12       0.000000000000e+00       3.590227875657e-14       3.085360680560e-15      -5.541057053955e-16 
  621       2.687390869925e-10       3.483615122602e-12       2.838362586563e-12       0.000000000000e+00       3.569225355140e-14       3.121345421055e-15      -5.588480262945e-16 
  622       2.676122120324e-10       3.524010789979e-12       2.724718924747e-12       0.000000000000e+00       3.548369645031e-14       3.157418898917e-15      -5.634760076760e-16 
  623       2.664984063073e-10       3.564186333044e-12       2.606852357570e-12       0.000000000000e+00       3.527659951993e-14       3.193568792267e-15      -5.679902650761e-16 
  624       2.653979985638e-10       3.604130001062e-12       2.484819920982e-12       0.000000000000e+00       3.507095814173e-14       3.229781714837e-15      -5.723917577269e-16 
  625       2.643113198906e-10       3.643829926284e-12       2.358679725835e-12       0.000000000000e+00       3.486676739143e-14       3.266044113491e-15      -5.766814690805e-16 
  626       2.632387037252e-10       3.683274123534e-12       2.228490962606e-12       0.000000000000e+00       3.466402203735e-14       3.302342267572e-15      -5.808604069222e-16 
  627       2.621804858599e-10       3.722450489793e-12       2.094313906126e-12       0.000000000000e+00       3.446271653878e-14       3.338662288245e-15      -5.849296034845e-16 
  628       2.611370044484e-10       3.761346803784e-12       1.956209920303e-12       0.000000000000e+00       3.426284504437e-14       3.374990117844e-15      -5.888901155603e-16 
  629       2.601086000122e-10       3.799950725553e-12       1.814241462847e-12       0.000000000000e+00       3.406440139043e-14       3.411311529221e-15      -5.927430246166e-16 
  630       2.590956154466e-10       3.838249796060e-12       1.668472089999e-12       0.000000000000e+00       3.386737909935e-14       3.447612125085e-15      -5.964894369079e-16 
  631       2.580983960273e-10       3.876231436758e-12       1.518966461250e-12       0.000000000000e+00       3.367177137795e-14       3.483877337354e-15      -6.001304835898e-16 
  632       2.571172894168e-10       3.913882949178e-12       1.365790344072e-12       0.000000000000e+00       3.347757111582e-14       3.520092426499e-15      -6.036673208324e-16 
  633       2.561526456706e-10       3.951191514519e-12       1.209010618640e-12       0.000000000000e+00       3.328477088369e-14       3.556242480888e-15      -6.071011299340e-16 
  634       2.552048172436e-10       3.988144193224e-12       1.048695282559e-12       0.000000000000e+00       3.309336293183e-14       3.592312416132e-15      -6.104331174346e-16 
  635       2.542741589964e-10       4.024727924573e-12       8.849134555905e-13       0.000000000000e+00       3.290333918835e-14       3.628286974434e-15      -6.136645152294e-16 
  636       2.533610282017e-10       4.060929526260e-12       7.177353843737e-13       0.000000000000e+00       3.271469125763e-14       3.664150723930e-15      -6.167965806820e-16 
  637       2.524657845506e-10       4.096735693982e-12       5.472324471546e-13       0.000000000000e+00       3.252741041861e-14       3.699888058038e-15      -6.198305967385e-16 
  638       2.515887901591e-10       4.132133001026e-12       3.734771585100e-13       0.000000000000e+00       3.234148762322e-14       3.735483194804e-15      -6.227678720408e-16 
  639       2.507304095741e-10       4.167107897844e-12       1.965431740728e-13       0.000000000000e+00       3.215691349469e-14       3.770920176246e-15      -6.256097410398e-16 
  640       2.498910097802e-10       4.201646711649e-12       1.650529525750e-14       0.000000000000e+00       3.197367832597e-14       3.806182867699e-15      -6.283575641094e-16 
  641       2.490709602057e-10       4.235735645991e-12      -1.665605260144e-13       0.000000000000e+00       3.179177207803e-14       3.841254957165e-15      -6.310127276598e-16 
  642       2.482706327290e-10       4.269360780346e-12      -3.525771825894e-13       0.000000000000e+00       3.161118437825e-14       3.876119954652e-15      -6.335766442509e-16 
  643       2.474904016851e-10       4.302508069699e-12      -5.414664073562e-13       0.000000000000e+00       3.143190451881e-14       3.910761191527e-15      -6.360507527061e-16 
  644       2.467306438717e-10       4.335163344128e-12      -7.331487685207e-13       0.000000000000e+00       3.125392145499e-14       3.945161819857e-15      -6.384365182257e-16 
  645       2.459917385559e-10       4.367312308390e-12      -9.275436648806e-13       0.000000000000e+00       3.107722380360e-14       3.979304811756e-15      -6.407354325003e-16 
  646       2.452740674802e-10       4.398940541505e-12      -1.124569321100e-12       0.000000000000e+00       3.090179984131e-14       4.013172958732e-15      -6.429490138245e-16 
  647       2.445780148690e-10       4.430033496340e-12      -1.324142782984e-12       0.000000000000e+00       3.072763750299e-14       4.046748871031e-15      -6.450788072104e-16 
  648       2.439039674350e-10       4.460576499192e-12      -1.526179912753e-12       0.000000000000e+00       3.055472438011e-14       4.080014976982e-15      -6.471263845010e-16 
  649       2.432523143852e-10       4.490554749378e-12      -1.730595384319e-12       0.000000000000e+00       3.038304771911e-14       4.112953522347e-15      -6.490933444840e-16 
  650       2.426234474279e-10       4.519953318812e-12      -1.937302678558e-12       0.000000000000e+00       3.021259441972e-14       4.145546569661e-15      -6.509813130049e-16 
  651       2.420177607785e-10       4.548757151597e-12      -2.146214078586e-12       0.000000000000e+00       3.004335103334e-14       4.177775997583e-15      -6.527919430808e-16 
  652       2.414356511659e-10       4.576951063603e-12      -2.357240665034e-12       0.000000000000e+00       2.987530376142e-14       4.209623500237e-15      -6.545269150141e-16 
  653       2.408775178390e-10       4.604519742055e-12      -2.570292311322e-12       0.000000000000e+00       2.970843845382e-14       4.241070586563e-15      -6.561879365056e-16 
  654       2.403437625732e-10       4.631447745119e-12      -2.785277678932e-12       0.000000000000e+00       2.954274060714e-14       4.272098579657e-15      -6.577767427683e-16 
  655       2.398347896762e-10       4.657719501482e-12      -3.002104212686e-12       0.000000000000e+00       2.937819536312e-14       4.302688616123e-15      -6.592950966409e-16 
  656       2.393510059950e-10       4.683319309940e-12      -3.220678136020e-12       0.000000000000e+00       2.921478750698e-14       4.332821645411e-15      -6.607447887011e-16 
