# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1158       1.574117462353e-10       1.760845217042e-12      -3.008658781878e-12       1.301677457239e-14       3.383562093120e-15      -6.964063056784e-17       1.650942560828e-17 
 1159       1.570858844169e-10       1.763595143117e-12      -2.898627737654e-12       1.301415130699e-14       3.372021884344e-15      -6.624321008642e-17       1.497449043833e-17 
 1160       1.567511653146e-10       1.766927707510e-12      -2.789525756496e-12       1.301136886020e-14       3.360529865791e-15      -6.280281256746e-17       1.344626440249e-17 
 1161       1.564076657898e-10       1.770840830885e-12      -2.681408602666e-12       1.300842636790e-14       3.349085739050e-15      -5.932383554316e-17       1.192448833530e-17 
 1162       1.560554634395e-10       1.775332404050e-12      -2.574332392871e-12       1.300532296325e-14       3.337689201429e-15      -5.581070778262e-17       1.040890101063e-17 
 1163       1.556946365987e-10       1.780400287893e-12      -2.468353597000e-12       1.300205777669e-14       3.326339945946e-15      -5.226788935968e-17       8.899239137070e-18 
 1164       1.553252643415e-10       1.786042313297e-12      -2.363529038855e-12       1.299862993592e-14       3.315037661319e-15      -4.869987172069e-17       7.395237353200e-18 
 1165       1.549474264830e-10       1.792256281071e-12      -2.259915896888e-12       1.299503856589e-14       3.303782031952e-15      -4.511117775231e-17       5.896628222974e-18 
 1166       1.545612035813e-10       1.799039961872e-12      -2.157571704928e-12       1.299128278884e-14       3.292572737927e-15      -4.150636184933e-17       4.403142231030e-18 
 1167       1.541666769386e-10       1.806391096130e-12      -2.056554352918e-12       1.298736172424e-14       3.281409454991e-15      -3.789000998244e-17       2.914507778038e-18 
 1168       1.537639415635e-10       1.814306389196e-12      -1.956915886583e-12       1.298327484149e-14       3.270291886434e-15      -3.426603828765e-17       1.430517572085e-18 
 1169       1.533531452286e-10       1.822778483171e-12      -1.858683820023e-12       1.297902302279e-14       3.259219859184e-15      -3.063557908962e-17      -4.877127826040e-20 
 1170       1.529344499047e-10       1.831798947035e-12      -1.761879590738e-12       1.297460751357e-14       3.248193228895e-15      -2.699906856062e-17      -1.523234862490e-18 
 1171       1.525080188479e-10       1.841359277823e-12      -1.666524739672e-12       1.297002957103e-14       3.237211848153e-15      -2.335694580583e-17      -2.992748635955e-18 
 1172       1.520740166031e-10       1.851450900465e-12      -1.572640911402e-12       1.296529046416e-14       3.226275566472e-15      -1.970965286950e-17      -4.457187418695e-18 
 1173       1.516326090062e-10       1.862065167615e-12      -1.480249854320e-12       1.296039147379e-14       3.215384230286e-15      -1.605763474110e-17      -5.916425394267e-18 
 1174       1.511839631872e-10       1.873193359497e-12      -1.389373420829e-12       1.295533389261e-14       3.204537682935e-15      -1.240133936144e-17      -7.370336108578e-18 
 1175       1.507282475731e-10       1.884826683732e-12      -1.300033567526e-12       1.295011902519e-14       3.193735764664e-15      -8.741217628848e-18      -8.818792468709e-18 
 1176       1.502656318909e-10       1.896956275181e-12      -1.212252355391e-12       1.294474818800e-14       3.182978312609e-15      -5.077723405293e-18      -1.026166674175e-17 
 1177       1.497962871700e-10       1.909573195777e-12      -1.126051949974e-12       1.293922270945e-14       3.172265160791e-15      -1.411313522555e-18      -1.169883055363e-17 
 1178       1.493203857454e-10       1.922668434365e-12      -1.041454621586e-12       1.293354392994e-14       3.161596140110e-15       2.257552211639e-18      -1.313015488794e-17 
 1179       1.488381012608e-10       1.936232906535e-12      -9.584827454825e-13       1.292771320182e-14       3.150971078330e-15       5.928411007469e-18      -1.455551008477e-17 
 1180       1.483496086708e-10       1.950257454460e-12      -8.771588020560e-13       1.292173188948e-14       3.140389800076e-15       9.600797086871e-18      -1.597476583953e-17 
 1181       1.478550842441e-10       1.964732846734e-12      -7.975053770205e-13       1.291560136936e-14       3.129852126826e-15       1.327424167739e-17      -1.738779120180e-17 
 1182       1.473547055667e-10       1.979649778204e-12      -7.195451616011e-13       1.290932302995e-14       3.119357876898e-15       1.694827300604e-17      -1.879445457413e-17 
 1183       1.468486515441e-10       1.994998869811e-12      -6.433009527213e-13       1.290289827186e-14       3.108906865447e-15       2.062241629313e-17      -2.019462371088e-17 
 1184       1.463371024045e-10       2.010770668422e-12      -5.687956531915e-13       1.289632850781e-14       3.098498904452e-15       2.429619374616e-17      -2.158816571708e-17 
 1185       1.458202397020e-10       2.026955646671e-12      -4.960522718964e-13       1.288961516268e-14       3.088133802711e-15       2.796912455363e-17      -2.297494704722e-17 
 1186       1.452982463186e-10       2.043544202790e-12      -4.250939239832e-13       1.288275967352e-14       3.077811365831e-15       3.164072487893e-17      -2.435483350407e-17 
 1187       1.447713064679e-10       2.060526660451e-12      -3.559438310496e-13       1.287576348960e-14       3.067531396220e-15       3.531050785416e-17      -2.572769023758e-17 
 1188       1.442396056974e-10       2.077893268597e-12      -2.886253213314e-13       1.286862807241e-14       3.057293693077e-15       3.897798357401e-17      -2.709338174362e-17 
 1189       1.437033308917e-10       2.095634201283e-12      -2.231618298910e-13       1.286135489570e-14       3.047098052388e-15       4.264265908958e-17      -2.845177186288e-17 
 1190       1.431626702752e-10       2.113739557510e-12      -1.595768988048e-13       1.285394544552e-14       3.036944266912e-15       4.630403840226e-17      -2.980272377966e-17 
 1191       1.426178134149e-10       2.132199361058e-12      -9.789417735142e-14       1.284640122022e-14       3.026832126178e-15       4.996162245760e-17      -3.114610002071e-17 
 1192       1.420689512234e-10       2.151003560331e-12      -3.813742219954e-14       1.283872373050e-14       3.016761416471e-15       5.361490913909e-17      -3.248176245408e-17 
 1193       1.415162759617e-10       2.170142028185e-12       1.966950240409e-14       1.283091449941e-14       3.006731920830e-15       5.726339326210e-17      -3.380957228790e-17 
 1194       1.409599812420e-10       2.189604561768e-12       7.550262444674e-14       1.282297506241e-14       2.996743419034e-15       6.090656656768e-17      -3.512939006927e-17 
 1195       1.404002620307e-10       2.209380882357e-12       1.293378639618e-13       1.281490696738e-14       2.986795687596e-15       6.454391771641e-17      -3.644107568304e-17 
 1196       1.398373146511e-10       2.229460635191e-12       1.811510328407e-13       1.280671177464e-14       2.976888499755e-15       6.817493228229e-17      -3.774448835068e-17 
 1197       1.392713367863e-10       2.249833389312e-12       2.309178346453e-13       1.279839105699e-14       2.967021625468e-15       7.179909274655e-17      -3.903948662907e-17 
 1198       1.387025274821e-10       2.270488637397e-12       2.786138644194e-13       1.278994639973e-14       2.957194831398e-15       7.541587849154e-17      -4.032592840935e-17 
 1199       1.381310871498e-10       2.291415795597e-12       3.242146085015e-13       1.278137940069e-14       2.947407880912e-15       7.902476579455e-17      -4.160367091578e-17 
 1200       1.375572175692e-10       2.312604203373e-12       3.676954443362e-13       1.277269167026e-14       2.937660534067e-15       8.262522782168e-17      -4.287257070449e-17 
 1201       1.369811218912e-10       2.334043123330e-12       4.090316402867e-13       1.276388483139e-14       2.927952547602e-15       8.621673462169e-17      -4.413248366240e-17 
 1202       1.364030046410e-10       2.355721741057e-12       4.481983554465e-13       1.275496051967e-14       2.918283674935e-15       8.979875311987e-17      -4.538326500599e-17 
 1203       1.358230717205e-10       2.377629164962e-12       4.851706394520e-13       1.274592038332e-14       2.908653666148e-15       9.337074711185e-17      -4.662476928015e-17 
 1204       1.352415304118e-10       2.399754426104e-12       5.199234322940e-13       1.273676608319e-14       2.899062267982e-15       9.693217725748e-17      -4.785685035700e-17 
 1205       1.346585893792e-10       2.422086478039e-12       5.524315641301e-13       1.272749929286e-14       2.889509223828e-15       1.004825010747e-16      -4.907936143475e-17 
 1206       1.340744586728e-10       2.444614196646e-12       5.826697550965e-13       1.271812169862e-14       2.879994273720e-15       1.040211729333e-16      -5.029215503647e-17 
 1207       1.334893400340e-10       2.467326599359e-12       6.106187963579e-13       1.270863510520e-14       2.870517179296e-15       1.075479353064e-16      -5.149508014113e-17 
 1208       1.329033976771e-10       2.490213506080e-12       6.362841755702e-13       1.269904175448e-14       2.861077799046e-15       1.110636963967e-16      -5.268797354080e-17 
 1209       1.323167871599e-10       2.513264885946e-12       6.596776766019e-13       1.268934401067e-14       2.851676013957e-15       1.145696631264e-16      -5.387066837641e-17 
 1210       1.317296650499e-10       2.536470638511e-12       6.808112190761e-13       1.267954425505e-14       2.842311702623e-15       1.180670508611e-16      -5.504299699475e-17 
 1211       1.311421889273e-10       2.559820593613e-12       6.996968586915e-13       1.266964488598e-14       2.832984741235e-15       1.215570834277e-16      -5.620479094701e-17 
 1212       1.305545173864e-10       2.583304511215e-12       7.163467875432e-13       1.265964831892e-14       2.823695003575e-15       1.250409931328e-16      -5.735588098744e-17 
 1213       1.299668100377e-10       2.606912081272e-12       7.307733344433e-13       1.264955698649e-14       2.814442361011e-15       1.285200207797e-16      -5.849609707187e-17 
 1214       1.293792275106e-10       2.630632923576e-12       7.429889652420e-13       1.263937333847e-14       2.805226682489e-15       1.319954156868e-16      -5.962526835637e-17 
 1215       1.287919314546e-10       2.654456587613e-12       7.530062831481e-13       1.262909984189e-14       2.796047834529e-15       1.354684357051e-16      -6.074322319579e-17 
 1216       1.282050845419e-10       2.678372552421e-12       7.608380290499e-13       1.261873898102e-14       2.786905681216e-15       1.389403472363e-16      -6.184978914239e-17 
 1217       1.276188504692e-10       2.702370226440e-12       7.664970818361e-13       1.260829325741e-14       2.777800084195e-15       1.424124252504e-16      -6.294479294442e-17 
 1218       1.270333939602e-10       2.726438947367e-12       7.699964587162e-13       1.259776518995e-14       2.768730902665e-15       1.458859533038e-16      -6.402806054471e-17 
 1219       1.264488807669e-10       2.750567982014e-12       7.713493155417e-13       1.258715731490e-14       2.759697993372e-15       1.493622235565e-16      -6.509941707928e-17 
 1220       1.258654776723e-10       2.774746526158e-12       7.705689471269e-13       1.257647218589e-14       2.750701210603e-15       1.528425367908e-16      -6.615868687591e-17 
 1221       1.252833524924e-10       2.798963704397e-12       7.676687875692e-13       1.256571237401e-14       2.741740406180e-15       1.563282024285e-16      -6.720569345276e-17 
 1222       1.247026740779e-10       2.823208570004e-12       7.626624105705e-13       1.255488046780e-14       2.732815429452e-15       1.598205385488e-16      -6.824025951692e-17 
 1223       1.241236123164e-10       2.847470104784e-12       7.555635297574e-13       1.254397907332e-14       2.723926127292e-15       1.633208719063e-16      -6.926220696306e-17 
 1224       1.235463381347e-10       2.871737218924e-12       7.463859990024e-13       1.253301081415e-14       2.715072344087e-15       1.668305379489e-16      -7.027135687199e-17 
 1225       1.229710235007e-10       2.895998750851e-12       7.351438127446e-13       1.252197833145e-14       2.706253921734e-15       1.703508808353e-16      -7.126752950927e-17 
 1226       1.223978414254e-10       2.920243467086e-12       7.218511063105e-13       1.251088428402e-14       2.697470699633e-15       1.738832534529e-16      -7.225054432376e-17 
 1227       1.218269659648e-10       2.944460062095e-12       7.065221562344e-13       1.249973134826e-14       2.688722514680e-15       1.774290174361e-16      -7.322021994628e-17 
 1228       1.212585722225e-10       2.968637158147e-12       6.891713805800e-13       1.248852221829e-14       2.680009201261e-15       1.809895431832e-16      -7.417637418816e-17 
 1229       1.206928363511e-10       2.992763305168e-12       6.698133392603e-13       1.247725960592e-14       2.671330591249e-15       1.845662098753e-16      -7.511882403985e-17 
 1230       1.201299355549e-10       3.016826980594e-12       6.484627343588e-13       1.246594624073e-14       2.662686513990e-15       1.881604054932e-16      -7.604738566950e-17 
 1231       1.195700480914e-10       3.040816589225e-12       6.251344104506e-13       1.245458487009e-14       2.654076796306e-15       1.917735268357e-16      -7.696187442156e-17 
 1232       1.190133532737e-10       3.064720463083e-12       5.998433549225e-13       1.244317825919e-14       2.645501262480e-15       1.954069795376e-16      -7.786210481538e-17 
 1233       1.184600314723e-10       3.088526861261e-12       5.726046982942e-13       1.243172919107e-14       2.636959734257e-15       1.990621780868e-16      -7.874789054381e-17 
 1234       1.179102641176e-10       3.112223969781e-12       5.434337145392e-13       1.242024046667e-14       2.628452030832e-15       2.027405458430e-16      -7.961904447177e-17 
 1235       1.173642337015e-10       3.135799901449e-12       5.123458214053e-13       1.240871490488e-14       2.619977968848e-15       2.064435150549e-16      -8.047537863485e-17 
 1236       1.168221237795e-10       3.159242695707e-12       4.793565807353e-13       1.239715534254e-14       2.611537362385e-15       2.101725268782e-16      -8.131670423792e-17 
 1237       1.162841189732e-10       3.182540318488e-12       4.444816987882e-13       1.238556463448e-14       2.603130022961e-15       2.139290313935e-16      -8.214283165372e-17 
 1238       1.157504049719e-10       3.205680662070e-12       4.077370265598e-13       1.237394565360e-14       2.594755759515e-15       2.177144876242e-16      -8.295357042144e-17 
 1239       1.152211685346e-10       3.228651544934e-12       3.691385601033e-13       1.236230129085e-14       2.586414378412e-15       2.215303635539e-16      -8.374872924531e-17 
 1240       1.146965974926e-10       3.251440711613e-12       3.287024408502e-13       1.235063445530e-14       2.578105683430e-15       2.253781361448e-16      -8.452811599322e-17 
 1241       1.141768807511e-10       3.274035832549e-12       2.864449559312e-13       1.233894807414e-14       2.569829475752e-15       2.292592913552e-16      -8.529153769530e-17 
 1242       1.136622082914e-10       3.296424503949e-12       2.423825384969e-13       1.232724509279e-14       2.561585553968e-15       2.331753241572e-16      -8.603880054249e-17 
 1243       1.131527711728e-10       3.318594247636e-12       1.965317680385e-13       1.231552847483e-14       2.553373714059e-15       2.371277385549e-16      -8.676970988517e-17 
 1244       1.126487615350e-10       3.340532510906e-12       1.489093707089e-13       1.230380120214e-14       2.545193749398e-15       2.411180476019e-16      -8.748407023176e-17 
 1245       1.121503725999e-10       3.362226666381e-12       9.953221964289e-14       1.229206627485e-14       2.537045450739e-15       2.451477734192e-16      -8.818168524725e-17 
 1246       1.116577760050e-10       3.383665193447e-12       4.842007270670e-14       1.228032653726e-14       2.528928625893e-15       2.492177274723e-16      -8.886240085023e-17 
 1247       1.111710535078e-10       3.404841238034e-12      -4.396179745616e-15       1.226858415309e-14       2.520843159019e-15       2.533258421243e-16      -8.952623506001e-17 
 1248       1.106902644842e-10       3.425749094310e-12      -5.888266522532e-14       1.225684112414e-14       2.512788952012e-15       2.574693136771e-16      -9.017324967009e-17 
 1249       1.102154685252e-10       3.446383026834e-12      -1.150052572276e-13       1.224509946390e-14       2.504765904887e-15       2.616453197666e-16      -9.080350728990e-17 
 1250       1.097467254365e-10       3.466737270499e-12      -1.727295746993e-13       1.223336119757e-14       2.496773915772e-15       2.658510193253e-16      -9.141707134674e-17 
 1251       1.092840952393e-10       3.486806030482e-12      -2.320209815070e-13       1.222162836212e-14       2.488812880902e-15       2.700835525443e-16      -9.201400608768e-17 
 1252       1.088276381706e-10       3.506583482187e-12      -2.928445859044e-13       1.220990300627e-14       2.480882694616e-15       2.743400408352e-16      -9.259437658151e-17 
 1253       1.083774146833e-10       3.526063771189e-12      -3.551652400003e-13       1.219818719054e-14       2.472983249352e-15       2.786175867932e-16      -9.315824872063e-17 
 1254       1.079334854466e-10       3.545241013182e-12      -4.189475392266e-13       1.218648298726e-14       2.465114435642e-15       2.829132741585e-16      -9.370568922299e-17 
 1255       1.074959113464e-10       3.564109293927e-12      -4.841558218058e-13       1.217479248059e-14       2.457276142106e-15       2.872241677787e-16      -9.423676563403e-17 
 1256       1.070647534855e-10       3.582662669190e-12      -5.507541682191e-13       1.216311776655e-14       2.449468255448e-15       2.915473135717e-16      -9.475154632856e-17 
 1257       1.066400731838e-10       3.600895164696e-12      -6.187064006736e-13       1.215146095302e-14       2.441690660453e-15       2.958797384870e-16      -9.525010051272e-17 
 1258       1.062219319790e-10       3.618800776070e-12      -6.879760825710e-13       1.213982415982e-14       2.433943239978e-15       3.002184504685e-16      -9.573249822588e-17 
 1259       1.058103916265e-10       3.636373468785e-12      -7.585265179746e-13       1.212820951865e-14       2.426225874953e-15       3.045604384165e-16      -9.619881034256e-17 
 1260       1.054055140998e-10       3.653607178102e-12      -8.303207510776e-13       1.211661917318e-14       2.418538444370e-15       3.089026721504e-16      -9.664910857438e-17 
 1261       1.050073615910e-10       3.670495809026e-12      -9.033215656705e-13       1.210505527903e-14       2.410880825282e-15       3.132421023700e-16      -9.708346547196e-17 
 1262       1.046159965109e-10       3.687033236242e-12      -9.774914846093e-13       1.209352000384e-14       2.403252892799e-15       3.175756606189e-16      -9.750195442683e-17 
 1263       1.042314814894e-10       3.703213304064e-12      -1.052792769283e-12       1.208201552722e-14       2.395654520079e-15       3.219002592457e-16      -9.790464967339e-17 
 1264       1.038538793759e-10       3.719029826383e-12      -1.129187419082e-12       1.207054404085e-14       2.388085578327e-15       3.262127913669e-16      -9.829162629080e-17 
 1265       1.034832532393e-10       3.734476586609e-12      -1.206637170864e-12       1.205910774843e-14       2.380545936789e-15       3.305101308288e-16      -9.866296020491e-17 
 1266       1.031196663686e-10       3.749547337620e-12      -1.285103498425e-12       1.204770886577e-14       2.373035462747e-15       3.347891321701e-16      -9.901872819018e-17 
 1267       1.027631822732e-10       3.764235801704e-12      -1.364547611964e-12       1.203634962076e-14       2.365554021514e-15       3.390466305836e-16      -9.935900787162e-17 
 1268       1.024138646830e-10       3.778535670506e-12      -1.444930457553e-12       1.202503225341e-14       2.358101476430e-15       3.432794418788e-16      -9.968387772669e-17 
 1269       1.020717775490e-10       3.792440604978e-12      -1.526212716603e-12       1.201375901590e-14       2.350677688856e-15       3.474843624442e-16      -9.999341708724e-17 
 1270       1.017369850432e-10       3.805944235316e-12      -1.608354805333e-12       1.200253217253e-14       2.343282518170e-15       3.516581692093e-16      -1.002877061414e-16 
 1271       1.014095515593e-10       3.819040160914e-12      -1.691316874238e-12       1.199135399985e-14       2.335915821763e-15       3.557976196070e-16      -1.005668259356e-16 
 1272       1.010895417128e-10       3.831721950305e-12      -1.775058807556e-12       1.198022678655e-14       2.328577455033e-15       3.598994515357e-16      -1.008308583763e-16 
 1273       1.007770203415e-10       3.843983141106e-12      -1.859540222737e-12       1.196915283362e-14       2.321267271378e-15       3.639603833215e-16      -1.010798862321e-16 
 1274       1.004720525056e-10       3.855817239969e-12      -1.944720469907e-12       1.195813445425e-14       2.313985122199e-15       3.679771136809e-16      -1.013139931356e-16 
 1275       1.001747034880e-10       3.867217722520e-12      -2.030558631341e-12       1.194717397394e-14       2.306730856884e-15       3.719463216824e-16      -1.015332635852e-16 
 1276       9.988503879471e-11       3.878178033309e-12      -2.117013520929e-12       1.193627373047e-14       2.299504322812e-15       3.758646667091e-16      -1.017377829475e-16 
 1277       9.960312415525e-11       3.888691585755e-12      -2.204043683642e-12       1.192543607397e-14       2.292305365347e-15       3.797287884208e-16      -1.019276374583e-16 
 1278       9.932902552275e-11       3.898751762088e-12      -2.291607395002e-12       1.191466336687e-14       2.285133827827e-15       3.835353067164e-16      -1.021029142255e-16 
 1279       9.906280907439e-11       3.908351913301e-12      -2.379662660547e-12       1.190395798400e-14       2.277989551567e-15       3.872808216959e-16      -1.022637012305e-16 
 1280       9.880454121166e-11       3.917485359092e-12      -2.468167215303e-12       1.189332231256e-14       2.270872375850e-15       3.909619136229e-16      -1.024100873302e-16 
 1281       9.855428856068e-11       3.926145387807e-12      -2.557078523249e-12       1.188275875218e-14       2.263782137923e-15       3.945751428867e-16      -1.025421622589e-16 
 1282       9.831211797253e-11       3.934325256392e-12      -2.646353776783e-12       1.187226971489e-14       2.256718672992e-15       3.981170499643e-16      -1.026600166303e-16 
 1283       9.807809652352e-11       3.942018190333e-12      -2.735949896196e-12       1.186185762520e-14       2.249681814217e-15       4.015841553833e-16      -1.027637419395e-16 
 1284       9.785229151550e-11       3.949217383605e-12      -2.825823529132e-12       1.185152492009e-14       2.242671392709e-15       4.049729596833e-16      -1.028534305646e-16 
 1285       9.763474986137e-11       3.955917368972e-12      -2.915932801541e-12       1.184127372800e-14       2.235687253106e-15       4.082808401379e-16      -1.029291794556e-16 
 1286       9.742543598406e-11       3.962118146068e-12      -3.006242593387e-12       1.183110490181e-14       2.228729300510e-15       4.115087521601e-16      -1.029911012407e-16 
 1287       9.722429321157e-11       3.967821100176e-12      -3.096719321902e-12       1.182101897490e-14       2.221797454075e-15       4.146585585566e-16      -1.030393132502e-16 
 1288       9.703126432656e-11       3.973027636175e-12      -3.187329195150e-12       1.181101648118e-14       2.214891631470e-15       4.177321355843e-16      -1.030739338433e-16 
 1289       9.684629156515e-11       3.977739178590e-12      -3.278038211622e-12       1.180109795513e-14       2.208011748873e-15       4.207313729775e-16      -1.030950824102e-16 
 1290       9.666931661569e-11       3.981957171632e-12      -3.368812159827e-12       1.179126393175e-14       2.201157720972e-15       4.236581739754e-16      -1.031028793748e-16 
 1291       9.650028061765e-11       3.985683079248e-12      -3.459616617893e-12       1.178151494656e-14       2.194329460954e-15       4.265144553495e-16      -1.030974461961e-16 
 1292       9.633912416035e-11       3.988918385163e-12      -3.550416953157e-12       1.177185153566e-14       2.187526880507e-15       4.293021474307e-16      -1.030789053713e-16 
 1293       9.618578728184e-11       3.991664592925e-12      -3.641178321763e-12       1.176227423563e-14       2.180749889815e-15       4.320231941370e-16      -1.030473804372e-16 
 1294       9.604020946765e-11       3.993923225952e-12      -3.731865668255e-12       1.175278358363e-14       2.173998397555e-15       4.346795530006e-16      -1.030029959729e-16 
 1295       9.590232964966e-11       3.995695827576e-12      -3.822443725175e-12       1.174338011732e-14       2.167272310889e-15       4.372731951952e-16      -1.029458776017e-16 
 1296       9.577208620487e-11       3.996983961088e-12      -3.912877012652e-12       1.173406437492e-14       2.160571535467e-15       4.398061055638e-16      -1.028761519935e-16 
 1297       9.564941695421e-11       3.997789209786e-12      -4.003129838006e-12       1.172483689516e-14       2.153895975419e-15       4.422802826455e-16      -1.027939468667e-16 
 1298       9.553425916139e-11       3.998113177015e-12      -4.093166295332e-12       1.171569821729e-14       2.147245533351e-15       4.446977387032e-16      -1.026993909909e-16 
 1299       9.542654953167e-11       3.997957486215e-12      -4.182950265107e-12       1.170664888112e-14       2.140620110345e-15       4.470604997508e-16      -1.025926141885e-16 
 1300       9.532622421068e-11       3.997323780968e-12      -4.272445413773e-12       1.169768942695e-14       2.134019605952e-15       4.493706055808e-16      -1.024737473372e-16 
 1301       9.523321878326e-11       3.996213725039e-12      -4.361615193343e-12       1.168882039564e-14       2.127443918187e-15       4.516301097912e-16      -1.023429223723e-16 
 1302       9.514746827223e-11       3.994629002426e-12      -4.450422840986e-12       1.168004232854e-14       2.120892943532e-15       4.538410798133e-16      -1.022002722885e-16 
 1303       9.506890713723e-11       3.992571317399e-12      -4.538831378631e-12       1.167135576756e-14       2.114366576924e-15       4.560055969389e-16      -1.020459311425e-16 
 1304       9.499746927351e-11       3.990042394553e-12      -4.626803612556e-12       1.166276125509e-14       2.107864711758e-15       4.581257563476e-16      -1.018800340551e-16 
 1305       9.493308801077e-11       3.987043978844e-12      -4.714302132983e-12       1.165425933407e-14       2.101387239879e-15       4.602036671342e-16      -1.017027172131e-16 
 1306       9.487569611194e-11       3.983577835644e-12      -4.801289313678e-12       1.164585054796e-14       2.094934051580e-15       4.622414523360e-16      -1.015141178717e-16 
 1307       9.482522577201e-11       3.979645750777e-12      -4.887727311541e-12       1.163753544072e-14       2.088505035600e-15       4.642412489604e-16      -1.013143743569e-16 
 1308       9.478160861684e-11       3.975249530571e-12      -4.973578066202e-12       1.162931455684e-14       2.082100079117e-15       4.662052080118e-16      -1.011036260673e-16 
 1309       9.474477570195e-11       3.970391001899e-12      -5.058803299618e-12       1.162118844133e-14       2.075719067745e-15       4.681354945194e-16      -1.008820134766e-16 
 1310       9.471465751137e-11       3.965072012226e-12      -5.143364515667e-12       1.161315763969e-14       2.069361885534e-15       4.700342875644e-16      -1.006496781355e-16 
 1311       9.469118395642e-11       3.959294429654e-12      -5.227222999741e-12       1.160522269797e-14       2.063028414961e-15       4.719037803073e-16      -1.004067626741e-16 
 1312       9.467428437452e-11       3.953060142967e-12      -5.310339818344e-12       1.159738416270e-14       2.056718536931e-15       4.737461800152e-16      -1.001534108042e-16 
 1313       9.466388752803e-11       3.946371061677e-12      -5.392675818685e-12       1.158964258095e-14       2.050432130770e-15       4.755637080893e-16      -9.988976732103e-17 
 1314       9.465992160304e-11       3.939229116065e-12      -5.474191628274e-12       1.158199850027e-14       2.044169074222e-15       4.773586000923e-16      -9.961597810601e-17 
 1315       9.466231420817e-11       3.931636257233e-12      -5.554847654516e-12       1.157445246875e-14       2.037929243447e-15       4.791331057756e-16      -9.933219012853e-17 
 1316       9.467099237340e-11       3.923594457145e-12      -5.634604084308e-12       1.156700503495e-14       2.031712513015e-15       4.808894891066e-16      -9.903855144830e-17 
 1317       9.468588254888e-11       3.915105708670e-12      -5.713420883631e-12       1.155965674798e-14       2.025518755906e-15       4.826300282965e-16      -9.873521121754e-17 
 1318       9.470691060375e-11       3.906172025633e-12      -5.791257797147e-12       1.155240815743e-14       2.019347843502e-15       4.843570158269e-16      -9.842231968313e-17 
 1319       9.473400182491e-11       3.896795442855e-12      -5.868074347794e-12       1.154525981338e-14       2.013199645584e-15       4.860727584779e-16      -9.810002818881e-17 
 1320       9.476708091588e-11       3.886978016202e-12      -5.943829836381e-12       1.153821226646e-14       2.007074030331e-15       4.877795773550e-16      -9.776848917738e-17 
 1321       9.480607199559e-11       3.876721822627e-12      -6.018483341180e-12       1.153126606775e-14       2.000970864316e-15       4.894798079167e-16      -9.742785619291e-17 
 1322       9.485089859718e-11       3.866028960217e-12      -6.091993717527e-12       1.152442176887e-14       1.994890012500e-15       4.911758000017e-16      -9.707828388289e-17 
 1323       9.490148366683e-11       3.854901548237e-12      -6.164319597412e-12       1.151767992191e-14       1.988831338228e-15       4.928699178562e-16      -9.671992800042e-17 
 1324       9.495774222367e-11       3.843342499589e-12      -6.235423982438e-12       1.151104081501e-14       1.982794715615e-15       4.945639984092e-16      -9.635293400237e-17 
 1325       9.501955925318e-11       3.831357847420e-12      -6.305288079027e-12       1.150450367569e-14       1.976780066849e-15       4.962577194956e-16      -9.597740270147e-17 
 1326       9.508681156729e-11       3.818954444299e-12      -6.373897615193e-12       1.149806745870e-14       1.970787325289e-15       4.979502136669e-16      -9.559342423925e-17 
 1327       9.515937511943e-11       3.806139192227e-12      -6.441238260955e-12       1.149173110967e-14       1.964816423116e-15       4.996406082994e-16      -9.520108945709e-17 
 1328       9.523712500288e-11       3.792919042742e-12      -6.507295628241e-12       1.148549356509e-14       1.958867291330e-15       5.013280255841e-16      -9.480048989762e-17 
 1329       9.531993544901e-11       3.779300997014e-12      -6.572055270802e-12       1.147935375230e-14       1.952939859744e-15       5.030115825174e-16      -9.439171780616e-17 
 1330       9.540767982568e-11       3.765292105942e-12      -6.635502684116e-12       1.147331058946e-14       1.947034056987e-15       5.046903908909e-16      -9.397486613209e-17 
 1331       9.550023063544e-11       3.750899470254e-12      -6.697623305303e-12       1.146736298553e-14       1.941149810495e-15       5.063635572822e-16      -9.355002853031e-17 
 1332       9.559745951395e-11       3.736130240602e-12      -6.758402513029e-12       1.146150984026e-14       1.935287046511e-15       5.080301830450e-16      -9.311729936261e-17 
 1333       9.569923722820e-11       3.720991617665e-12      -6.817825627417e-12       1.145575004417e-14       1.929445690083e-15       5.096893642991e-16      -9.267677369909e-17 
 1334       9.580543367488e-11       3.705490852241e-12      -6.875877909957e-12       1.145008247851e-14       1.923625665062e-15       5.113401919214e-16      -9.222854731956e-17 
 1335       9.591591787865e-11       3.689635245351e-12      -6.932544563416e-12       1.144450601528e-14       1.917826894093e-15       5.129817515354e-16      -9.177271671499e-17 
